tile_depth,strip_width,num_strips,k_squared,r_min,r_max,first_band_io_zero_R,first_acc_io_zero_R,band_io_zero_count,total_shells,wall_seconds,status
2000,240,64,26,950000,1050000,1017000.0,959000.0,3,50,72.008,ok
