r_center,r_halfwidth,k_sq,i,j,a_lo,b_lo,primes,dsu_groups,port_groups,ports_I,ports_O,ports_L,ports_R,sum_n,max_label,overflow_128,overflow_256
80000000,4096,36,209508,231885,53634048,59362560,2655,79,38,16,18,17,14,65,38,0,0
80000000,4096,36,204499,236295,52351744,60491520,2576,111,44,14,19,23,23,79,44,0,0
80000000,4096,36,167284,263963,42824704,67574528,2596,90,43,15,24,19,21,79,43,0,0
80000000,4096,36,190293,247899,48715008,63462144,2368,145,58,24,20,24,19,87,58,0,0
80000000,4096,36,167348,263917,42841088,67562752,2585,98,45,20,17,20,19,76,45,0,0
80000000,4096,36,184418,252270,47211008,64581120,2534,107,46,26,19,20,18,83,46,0,0
80000000,4096,40,56934,307257,14575104,78657792,2500,50,24,6,17,17,16,56,24,0,0
80000000,4096,40,54269,307750,13892864,78784000,2562,51,22,16,14,17,11,58,22,0,0
80000000,4096,40,142322,278205,36434432,71220480,2555,55,25,15,15,13,16,59,25,0,0
80000000,4096,40,56042,307429,14346752,78701824,2513,56,34,21,12,14,18,65,34,0,0
80000000,4096,40,168475,263180,43129600,67374080,2581,61,24,15,15,12,10,52,24,0,0
80000000,4096,40,164137,265918,42019072,68075008,2514,57,17,16,18,9,13,56,17,0,0
80000000,4096,40,161062,267785,41231872,68552960,2556,54,20,9,16,16,12,53,20,0,0
80000000,4096,40,150550,273845,38540800,70104320,2523,57,21,10,19,13,11,53,21,0,0
80000000,4096,40,14371,312167,3678976,79914752,2549,48,25,16,17,9,19,61,25,0,0
80000000,4096,40,142703,278010,36531968,71170560,2669,49,18,13,11,15,15,54,18,0,0
80000000,4096,40,153669,272093,39339264,69655808,2489,57,24,21,13,11,11,56,24,0,0
80000000,4096,40,54929,307621,14061824,78750976,2449,69,35,13,16,17,20,66,35,0,0
80000000,4096,40,136177,281277,34861312,72006912,2567,43,17,14,14,14,10,52,17,0,0
80000000,4096,40,160863,267901,41180928,68582656,2484,63,35,20,10,16,17,63,35,0,0
80000000,4096,40,195737,243623,50108672,62367488,2553,45,17,10,12,12,14,48,17,0,0
80000000,4096,40,186010,251092,47618560,64279552,2516,67,29,15,13,14,16,58,29,0,0
80000000,4096,40,170144,262115,43556864,67101440,2593,51,27,20,13,15,17,65,27,0,0
80000000,4096,40,76493,302982,19582208,77563392,2533,49,18,15,12,14,13,54,18,0,0
80000000,4096,40,181673,254262,46508288,65091072,2508,63,22,12,11,15,11,49,22,0,0
80000000,4096,40,212116,229493,54301696,58750208,2493,53,22,14,11,15,17,57,22,0,0
80000000,4096,40,75915,303128,19434240,77600768,2564,59,24,20,18,16,13,67,24,0,0
80000000,4096,40,42313,309635,10832128,79266560,2557,42,23,16,15,10,21,62,23,0,0
80000000,4096,40,27361,311304,7004416,79693824,2469,54,21,14,12,13,9,48,21,0,0
80000000,4096,40,185409,251567,47464704,64401152,2503,52,17,14,15,11,16,56,17,0,0
80000000,4096,40,2052,312500,525312,80000000,2536,57,26,15,12,11,18,56,26,0,0
80000000,4096,40,196776,242750,50374656,62144000,2580,38,21,9,16,21,15,61,21,0,0
80000000,4096,40,50127,308451,12832512,78963456,2497,46,19,13,14,15,16,58,19,0,0
80000000,4096,40,216350,225515,55385600,57731840,2546,42,15,18,15,11,7,51,15,0,0
80000000,4096,40,156484,270504,40059904,69249024,2527,70,26,16,13,14,16,59,26,0,0
80000000,4096,40,59049,306873,15116544,78559488,2496,50,21,18,13,12,14,57,21,0,0
80000000,4096,40,61971,306298,15864576,78412288,2460,47,21,12,11,15,15,53,21,0,0
80000000,4096,40,120355,288380,30810880,73825280,2592,50,30,21,14,22,16,73,30,0,0
80000000,4096,40,36357,310372,9307392,79455232,2529,45,24,17,11,16,15,59,24,0,0
80000000,4096,40,186086,251043,47638016,64267008,2540,55,31,24,12,15,14,65,31,0,0
80000000,4096,40,154218,271792,39479808,69578752,2583,51,32,21,11,11,18,61,32,0,0
80000000,4096,40,218075,223831,55827200,57300736,2561,50,31,15,14,14,18,61,31,0,0
80000000,4096,40,110888,292163,28387328,74793728,2527,52,31,21,13,16,12,62,31,0,0
80000000,4096,40,197746,241969,50622976,61944064,2574,60,35,16,20,11,23,70,35,0,0
80000000,4096,40,118043,289358,30219008,74075648,2509,72,29,14,16,13,16,59,29,0,0
80000000,4096,40,156731,270372,40123136,69215232,2572,42,24,13,16,14,18,61,24,0,0
80000000,4096,40,220715,221231,56503040,56635136,2483,49,24,12,12,15,17,56,24,0,0
80000000,4096,40,202634,237896,51874304,60901376,2552,51,17,8,10,10,12,40,17,0,0
80000000,4096,40,51922,308151,13292032,78886656,2537,48,23,18,12,16,15,61,23,0,0
80000000,4096,40,97165,296998,24874240,76031488,2470,47,23,10,14,11,20,55,23,0,0
80000000,4096,40,219358,222552,56155648,56973312,2530,46,19,15,14,12,13,54,19,0,0
80000000,4096,40,140222,279266,35896832,71492096,2574,39,18,12,10,6,18,46,18,0,0
80000000,4096,40,144600,277048,37017600,70924288,2567,53,29,16,14,17,14,61,29,0,0
80000000,4096,40,58581,306964,14996736,78582784,2560,44,20,19,10,14,11,54,20,0,0
80000000,4096,40,211947,229643,54258432,58788608,2597,52,24,15,13,16,20,64,24,0,0
80000000,4096,40,104962,294353,26870272,75354368,2484,59,34,14,14,20,19,67,34,0,0
80000000,4096,40,6685,312429,1711360,79981824,2537,50,24,12,15,16,16,59,24,0,0
80000000,4096,40,183247,253136,46911232,64802816,2528,42,20,12,12,12,17,53,20,0,0
80000000,4096,40,54655,307673,13991680,78764288,2525,58,26,15,16,19,12,62,26,0,0
80000000,4096,40,45533,309166,11656448,79146496,2560,54,23,19,11,16,15,61,23,0,0
80000000,4096,40,100909,295754,25832704,75713024,2560,41,23,12,14,9,21,56,23,0,0
80000000,4096,40,167709,263696,42933504,67506176,2507,59,24,11,9,22,12,54,24,0,0
80000000,4096,40,191362,247059,48988672,63247104,2509,60,29,15,16,12,16,59,29,0,0
80000000,4096,40,188069,249587,48145664,63894272,2575,40,17,13,15,14,11,53,17,0,0
80000000,4096,40,192280,246359,49223680,63067904,2544,40,17,19,17,15,8,59,17,0,0
80000000,4096,40,170205,262074,43572480,67090944,2537,55,29,12,20,12,19,63,29,0,0
80000000,4096,40,183780,252728,47047680,64698368,2469,61,29,13,16,19,17,65,29,0,0
80000000,4096,40,134789,281919,34505984,72171264,2558,59,31,12,17,16,18,63,31,0,0
80000000,4096,40,17053,312044,4365568,79883264,2543,44,22,17,16,10,11,54,22,0,0
80000000,4096,40,137412,280676,35177472,71853056,2566,54,28,22,19,12,16,69,28,0,0
80000000,4096,40,8641,312368,2212096,79966208,2494,60,22,14,14,15,17,60,22,0,0
80000000,4096,40,194773,244375,49861888,62560000,2579,51,20,9,16,17,11,53,20,0,0
80000000,4096,40,54353,307734,13914368,78779904,2600,59,27,22,16,14,14,66,27,0,0
80000000,4096,40,211438,230091,54128128,58903296,2503,59,34,18,19,16,13,66,34,0,0
80000000,4096,40,152239,272912,38973184,69865472,2574,53,27,12,14,14,14,54,27,0,0
80000000,4096,40,65834,305501,16853504,78208256,2536,46,22,11,17,22,15,65,22,0,0
80000000,4096,40,71150,304298,18214400,77900288,2497,45,18,10,10,15,13,48,18,0,0
80000000,4096,40,143295,277706,36683520,71092736,2522,61,32,18,17,13,25,73,32,0,0
80000000,4096,40,43547,309466,11148032,79223296,2495,60,29,14,15,16,14,59,29,0,0
80000000,4096,40,217,312515,55552,80003840,2566,51,20,13,14,16,16,59,20,0,0
80000000,4096,40,67584,305093,17301504,78103808,2535,54,29,15,11,14,17,57,29,0,0
80000000,4096,40,202325,238141,51795200,60964096,2576,52,32,17,16,16,19,68,32,0,0
80000000,4096,40,203844,236877,52184064,60640512,2468,51,25,17,15,13,15,60,25,0,0
80000000,4096,40,134641,282002,34468096,72192512,2510,53,26,18,11,19,11,59,26,0,0
80000000,4096,40,189758,248280,48578048,63559680,2533,48,17,18,11,10,15,54,17,0,0
80000000,4096,40,4515,312469,1155840,79992064,2561,56,22,11,18,13,10,52,22,0,0
80000000,4096,40,133428,282576,34157568,72339456,2502,61,28,12,19,15,10,56,28,0,0
80000000,4096,40,184767,252033,47300352,64520448,2456,65,31,14,16,16,18,64,31,0,0
80000000,4096,40,20886,311806,5346816,79822336,2481,64,31,16,20,16,13,65,31,0,0
80000000,4096,40,45576,309150,11667456,79142400,2536,58,24,15,20,12,9,56,24,0,0
80000000,4096,40,196333,243109,50261248,62235904,2535,46,16,22,11,15,13,61,16,0,0
80000000,4096,40,733,312489,187648,79997184,2563,43,17,14,8,9,12,43,17,0,0
80000000,4096,40,192421,246215,49259776,63031040,2457,82,34,12,16,17,17,62,34,0,0
80000000,4096,40,53233,307925,13627648,78828800,2597,55,26,17,14,17,14,62,26,0,0
80000000,4096,40,56626,307311,14496256,78671616,2572,41,20,16,9,5,18,48,20,0,0
80000000,4096,40,62993,306098,16126208,78361088,2461,58,32,15,13,18,18,64,32,0,0
80000000,4096,40,25851,311425,6617856,79724800,2567,52,25,14,10,17,14,55,25,0,0
80000000,4096,40,125284,286296,32072704,73291776,2581,38,23,15,14,14,10,53,23,0,0
80000000,4096,40,217792,224087,55754752,57366272,2596,33,12,8,13,11,9,41,12,0,0
80000000,4096,40,203533,237149,52104448,60710144,2522,61,26,16,13,14,14,57,26,0,0
80000000,4096,40,86446,300308,22130176,76878848,2585,42,14,14,10,15,9,48,14,0,0
80000000,4096,40,143995,277339,36862720,70998784,2551,43,18,15,17,16,13,61,18,0,0
80000000,4096,40,201876,238525,51680256,61062400,2553,40,19,16,11,10,16,53,19,0,0
80000000,4096,40,43186,309493,11055616,79230208,2546,49,22,12,10,13,14,49,22,0,0
80000000,4096,40,46907,308970,12008192,79096320,2473,63,30,17,12,22,15,66,30,0,0
80000000,4096,40,40574,309864,10386944,79325184,2567,42,15,16,9,10,14,49,15,0,0
800000000,4096,36,681269,3049836,174404864,780758016,2266,181,70,25,25,26,18,94,70,1,0
800000000,4096,36,670933,3052141,171758848,781348096,2235,156,75,19,23,23,31,96,75,1,0
800000000,4096,36,2141560,2275814,548239360,582608384,2205,166,56,16,21,22,19,78,56,0,0
800000000,4096,36,428065,3095536,109584640,792457216,2223,167,55,20,17,18,18,73,55,0,0
800000000,4096,36,127088,3122416,32534528,799338496,2227,187,73,24,26,24,23,97,73,1,0
800000000,4096,36,895012,2994096,229123072,766488576,2290,166,60,24,19,18,22,83,60,0,0
800000000,4096,36,1100902,2924662,281830912,748713472,2268,162,71,17,19,23,28,87,71,1,0
800000000,4096,36,79672,3123976,20396032,799737856,2334,150,63,27,18,26,19,90,63,0,0
800000000,4096,36,1213671,2879682,310699776,737198592,2227,150,51,20,17,17,17,71,51,0,0
800000000,4096,36,1862069,2509656,476689664,642471936,2249,189,58,26,21,21,15,83,58,0,0
800000000,4096,36,443530,3093350,113543680,791897600,2307,160,54,25,24,11,20,80,54,0,0
800000000,4096,36,834882,3011424,213729792,770924544,2180,193,68,21,22,16,21,80,68,1,0
800000000,4096,36,82871,3123904,21214976,799719424,2269,172,70,22,23,19,27,91,70,1,0
800000000,4096,36,1744408,2592815,446568448,663760640,2290,166,56,18,21,20,20,79,56,0,0
800000000,4096,36,725963,3039515,185846528,778115840,2274,156,59,22,15,22,22,81,59,0,0
800000000,4096,36,2133902,2283013,546278912,584451328,2284,153,70,28,24,23,18,93,70,1,0
800000000,4096,36,657721,3054989,168376576,782077184,2269,163,54,25,20,16,19,80,54,0,0
800000000,4096,36,1600563,2683994,409744128,687102464,2206,171,61,21,23,21,20,85,61,0,0
800000000,4096,36,375284,3102384,96072704,794210304,2259,157,58,19,21,19,23,82,58,0,0
800000000,4096,36,757316,3031849,193872896,776153344,2279,161,68,27,16,29,22,94,68,1,0
800000000,4096,36,2173410,2245408,556392960,574824448,2305,145,48,22,16,14,18,70,48,0,0
800000000,4096,36,1618217,2673368,414263552,684382208,2289,140,57,18,18,20,21,77,57,0,0
800000000,4096,36,1711939,2614365,438256384,669277440,2295,155,50,22,17,16,14,69,50,0,0
800000000,4096,36,752938,3032938,192752128,776432128,2340,145,48,22,18,18,18,76,48,0,0
800000000,4096,36,633772,3060066,162245632,783376896,2203,171,64,19,25,23,18,85,64,0,0
800000000,4096,36,2190592,2228672,560791552,570540032,2343,184,67,19,22,28,16,85,67,1,0
800000000,4096,36,1738587,2596717,445078272,664759552,2262,172,67,19,18,25,26,88,67,1,0
800000000,4096,36,355911,3104660,91113216,794792960,2205,187,70,19,22,25,26,92,70,1,0
800000000,4096,36,1993117,2406888,510237952,616163328,2227,166,61,22,25,20,20,87,61,0,0
800000000,4096,36,1361198,2812977,348466688,720122112,2179,181,68,27,21,18,24,90,68,1,0
800000000,4096,36,1598512,2685226,409219072,687417856,2250,152,55,19,16,20,21,76,55,0,0
800000000,4096,36,2135898,2281137,546789888,583971072,2251,176,58,23,23,22,21,89,58,0,0
800000000,4096,36,1917522,2467551,490885632,631693056,2232,185,70,24,22,23,27,96,70,1,0
800000000,4096,36,561088,3074210,143638528,786997760,2241,165,62,25,27,24,16,92,62,0,0
800000000,4096,36,1236366,2870028,316509696,734727168,2229,168,60,22,21,18,17,78,60,0,0
800000000,4096,36,1414583,2786491,362133248,713341696,2226,192,66,21,21,28,12,82,66,1,0
800000000,4096,36,1700564,2621770,435344384,671173120,2227,175,55,24,14,19,22,79,55,0,0
800000000,4096,36,1689573,2628855,432530688,672986880,2209,164,48,17,22,13,21,73,48,0,0
800000000,4096,36,1049221,2943600,268600576,753561600,2236,169,61,23,26,23,19,91,61,0,0
800000000,4096,36,1943509,2447123,497538304,626463488,2232,183,59,18,23,26,19,86,59,0,0
800000000,4096,36,63686,3124338,16303616,799830528,2215,176,61,21,17,26,22,86,61,0,0
800000000,4096,36,1262078,2858806,323091968,731854336,2213,196,71,26,21,24,21,92,71,1,0
800000000,4096,36,1832799,2531094,469196544,647960064,2362,152,58,15,18,22,23,78,58,0,0
800000000,4096,36,1021293,2953398,261451008,756069888,2262,168,64,17,26,24,18,85,64,0,0
800000000,4096,36,1519529,2730701,388999424,699059456,2232,162,58,24,20,16,24,84,58,0,0
800000000,4096,36,1661644,2646628,425380864,677536768,2262,168,62,22,27,21,19,89,62,0,0
800000000,4096,36,2168038,2250626,555017728,576160256,2193,187,63,28,17,19,18,82,63,0,0
800000000,4096,36,93777,3123606,24006912,799643136,2269,154,59,20,20,17,25,82,59,0,0
800000000,4096,36,615612,3063753,157596672,784320768,2204,198,75,20,23,19,27,89,75,1,0
800000000,4096,36,1087494,2929667,278398464,749994752,2196,187,68,27,24,13,29,93,68,1,0
800000000,4096,36,1300114,2841711,332829184,727478016,2242,187,75,24,22,27,28,101,75,1,0
800000000,4096,36,973897,2969359,249317632,760155904,2258,172,64,25,19,19,23,86,64,0,0
800000000,4096,36,1304961,2839499,334070016,726911744,2302,139,50,21,23,15,14,73,50,0,0
800000000,4096,36,1669990,2641365,427517440,676189440,2222,162,66,17,21,23,20,81,66,1,0
800000000,4096,36,1354805,2816064,346830080,720912384,2241,167,59,23,13,28,22,86,59,0,0
800000000,4096,36,2131120,2285593,545566720,585111808,2292,169,68,18,19,24,27,88,68,1,0
800000000,4096,36,1430142,2778543,366116352,711307008,2260,190,80,21,32,18,33,104,80,1,0
800000000,4096,36,275029,3112868,70407424,796894208,2310,169,60,20,26,21,20,87,60,0,0
800000000,4096,36,2072120,2339218,530462720,598839808,2283,181,66,22,24,19,24,89,66,1,0
800000000,4096,36,1922559,2463611,492175104,630684416,2200,175,71,29,22,24,22,97,71,1,0
800000000,4096,36,1785497,2564676,457087232,656557056,2260,181,63,20,24,19,18,81,63,0,0
800000000,4096,36,1504861,2738780,385244416,701127680,2286,172,68,27,17,25,24,93,68,1,0
800000000,4096,36,309732,3109605,79291392,796058880,2297,155,55,16,23,20,18,77,55,0,0
800000000,4096,36,956648,2974970,244901888,761592320,2252,186,71,18,28,24,21,91,71,1,0
800000000,4096,36,1868756,2504688,478401536,641200128,2254,176,68,20,21,25,21,87,68,1,0
800000000,4096,36,1953331,2439303,500052736,624461568,2227,184,65,22,27,21,19,89,65,1,0
800000000,4096,36,567956,3072959,145396736,786677504,2239,163,63,27,18,25,19,89,63,0,0
800000000,4096,36,2168444,2250227,555121664,576058112,2308,157,58,16,22,19,19,76,58,0,0
800000000,4096,36,1092440,2927819,279664640,749521664,2212,150,61,22,19,20,19,80,61,0,0
800000000,4096,36,42883,3124710,10978048,799925760,2257,177,71,19,22,23,26,90,71,1,0
800000000,4096,36,1604373,2681712,410719488,686518272,2204,159,46,12,18,20,20,70,46,0,0
800000000,4096,36,2095307,2318466,536398592,593527296,2209,174,58,17,18,22,18,75,58,0,0
800000000,4096,36,352673,3105023,90284288,794885888,2265,166,65,18,17,25,21,81,65,1,0
800000000,4096,36,1546615,2715452,395933440,695155712,2214,146,68,25,26,17,22,90,68,1,0
800000000,4096,36,516591,3082001,132247296,788992256,2265,161,80,26,27,19,31,103,80,1,0
800000000,4096,36,1164899,2899756,298214144,742337536,2234,183,61,24,21,19,25,89,61,0,0
800000000,4096,36,2037125,2369742,521504000,606653952,2308,157,58,19,23,22,17,81,58,0,0
800000000,4096,36,1796721,2556825,459960576,654547200,2216,168,60,22,19,22,24,87,60,0,0
800000000,4096,36,974232,2969274,249403392,760134144,2291,166,62,25,25,14,14,78,62,0,0
800000000,4096,36,554366,3075429,141917696,787309824,2242,195,66,22,26,22,19,89,66,1,0
800000000,4096,36,1679417,2635381,429930752,674657536,2300,156,60,19,18,26,25,88,60,0,0
800000000,4096,36,2088286,2324792,534601216,595146752,2194,164,57,16,24,25,22,87,57,0,0
800000000,4096,36,1590951,2689696,407283456,688562176,2185,178,63,23,22,21,21,87,63,0,0
800000000,4096,36,1577842,2697417,403927552,690538752,2200,192,64,24,23,22,25,94,64,0,0
800000000,4096,36,1416003,2785781,362496768,713159936,2212,193,66,18,23,19,21,81,66,1,0
800000000,4096,36,298497,3110715,76415232,796343040,2286,173,60,25,17,24,21,87,60,0,0
800000000,4096,36,399442,3099351,102257152,793433856,2275,151,61,27,19,23,22,91,61,0,0
800000000,4096,36,1997425,2403299,511340800,615244544,2275,162,58,20,20,18,22,80,58,0,0
800000000,4096,36,548699,3076438,140466944,787568128,2278,166,69,19,25,23,18,85,69,1,0
800000000,4096,36,2116572,2299082,541842432,588564992,2218,166,72,25,19,26,21,91,72,1,0
800000000,4096,36,2075275,2336401,531270400,598118656,2266,193,67,21,21,26,25,93,67,1,0
800000000,4096,36,2174027,2244805,556550912,574670080,2186,198,60,18,27,26,16,87,60,0,0
800000000,4096,36,1739255,2596281,445249280,664647936,2289,168,73,21,26,23,26,96,73,1,0
800000000,4096,36,1589915,2690303,407018240,688717568,2264,166,61,20,26,20,19,85,61,0,0
800000000,4096,36,1963938,2430751,502768128,622272256,2214,192,65,24,21,24,24,93,65,1,0
800000000,4096,36,382014,3101554,97795584,793997824,2313,155,60,22,25,20,20,87,60,0,0
800000000,4096,36,321545,3108408,82315520,795752448,2209,189,77,20,29,24,21,94,77,1,0
800000000,4096,36,696015,3046492,178179840,779901952,2217,175,65,23,19,27,20,89,65,1,0
800000000,4096,36,239293,3115824,61259008,797650944,2196,176,61,18,20,18,20,76,61,0,0
800000000,4096,36,124777,3122522,31942912,799365632,2245,163,56,18,17,18,19,72,56,0,0
800000000,4096,40,1583328,2694196,405331968,689714176,2249,87,41,18,15,12,19,64,41,0,0
800000000,4096,40,1730432,2602142,442990592,666148352,2276,81,37,22,16,15,19,72,37,0,0
800000000,4096,40,1938667,2450975,496298752,627449600,2279,78,41,17,23,20,17,77,41,0,0
800000000,4096,40,271042,3113225,69386752,796985600,2244,80,34,12,16,13,17,58,34,0,0
800000000,4096,40,2106000,2308744,539136000,591038464,2253,104,39,16,16,13,20,65,39,0,0
800000000,4096,40,1684453,2632143,431219968,673828608,2252,90,35,19,18,17,15,69,35,0,0
800000000,4096,40,2116319,2299309,541777664,588623104,2224,109,48,19,17,13,21,70,48,0,0
800000000,4096,40,1775777,2571431,454598912,658286336,2243,89,38,22,18,18,21,79,38,0,0
800000000,4096,40,396014,3099810,101379584,793551360,2187,106,46,17,15,20,19,71,46,0,0
800000000,4096,40,111342,3123000,28503552,799488000,2296,80,23,12,10,14,13,49,23,0,0
800000000,4096,40,751160,3033380,192296960,776545280,2248,94,40,19,19,15,12,65,40,0,0
800000000,4096,40,1957048,2436296,501004288,623691776,2220,98,41,22,17,18,14,71,41,0,0
800000000,4096,40,781179,3025788,199981824,774601728,2192,106,43,15,17,18,19,69,43,0,0
800000000,4096,40,124577,3122513,31891712,799363328,2258,81,35,20,16,17,18,71,35,0,0
800000000,4096,40,1589027,2690823,406790912,688850688,2261,79,37,18,19,19,20,76,37,0,0
800000000,4096,40,96665,3123504,24746240,799617024,2250,93,40,13,21,17,18,69,40,0,0
800000000,4096,40,1388157,2799759,355368192,716738304,2231,91,34,20,16,13,13,62,34,0,0
800000000,4096,40,494693,3085602,126641408,789914112,2195,87,40,18,21,21,13,73,40,0,0
800000000,4096,40,1071351,2935605,274265856,751514880,2255,78,34,16,12,19,17,64,34,0,0
800000000,4096,40,1066309,2937443,272975104,751985408,2298,90,38,19,18,18,22,77,38,0,0
800000000,4096,40,1837220,2527879,470328320,647137024,2186,101,52,23,16,20,20,79,52,0,0
800000000,4096,40,824479,3014274,211066624,771654144,2226,83,33,17,14,16,12,59,33,0,0
800000000,4096,40,71563,3124179,18320128,799789824,2209,92,35,12,16,15,19,62,35,0,0
800000000,4096,40,336945,3106789,86257920,795337984,2221,88,38,17,13,19,17,66,38,0,0
800000000,4096,40,2125107,2291167,544027392,586538752,2268,84,32,10,16,18,17,61,32,0,0
800000000,4096,40,435800,3094474,111564800,792185344,2208,113,43,19,15,17,15,66,43,0,0
800000000,4096,40,411188,3097813,105264128,793040128,2261,79,36,18,13,14,13,58,36,0,0
800000000,4096,40,240860,3115692,61660160,797617152,2313,71,31,14,16,14,14,58,31,0,0
800000000,4096,40,1458660,2763685,373416960,707503360,2277,80,39,17,19,17,17,70,39,0,0
800000000,4096,40,618923,3063093,158444288,784151808,2272,90,37,21,15,18,13,67,37,0,0
800000000,4096,40,356771,3104573,91333376,794770688,2201,77,33,20,15,14,17,66,33,0,0
800000000,4096,40,1060009,2939738,271362304,752572928,2250,100,42,16,17,14,19,66,42,0,0
800000000,4096,40,1844093,2522886,472087808,645858816,2274,81,35,18,16,14,13,61,35,0,0
800000000,4096,40,498408,3084985,127592448,789756160,2274,103,44,15,20,18,14,67,44,0,0
800000000,4096,40,1935530,2453436,495495680,628079616,2271,81,30,16,14,15,16,61,30,0,0
800000000,4096,40,1167357,2898789,298843392,742089984,2207,101,41,15,22,16,21,74,41,0,0
800000000,4096,40,748001,3034150,191488256,776742400,2283,62,20,11,16,17,13,57,20,0,0
800000000,4096,40,559965,3074436,143351040,787055616,2225,79,27,12,19,17,13,61,27,0,0
800000000,4096,40,1563133,2705956,400162048,692724736,2238,85,37,13,11,15,25,64,37,0,0
800000000,4096,40,1352175,2817297,346156800,721228032,2264,91,32,14,16,16,16,62,32,0,0
800000000,4096,40,1760469,2581934,450680064,660975104,2271,83,32,20,13,11,11,55,32,0,0
800000000,4096,40,1770553,2575017,453261568,659204352,2287,65,31,16,14,18,18,66,31,0,0
800000000,4096,40,1873897,2500841,479717632,640215296,2243,99,40,20,18,19,16,73,40,0,0
800000000,4096,40,532400,3079298,136294400,788300288,2207,77,35,16,15,19,13,63,35,0,0
800000000,4096,40,472456,3089063,120948736,790800128,2214,94,41,12,28,19,19,78,41,0,0
800000000,4096,40,941731,2979740,241083136,762813440,2230,107,49,11,22,23,17,73,49,0,0
800000000,4096,40,1103518,2923675,282500608,748460800,2251,104,39,19,22,17,19,77,39,0,0
800000000,4096,40,697710,3046129,178613760,779809024,2266,76,36,16,18,16,15,65,36,0,0
800000000,4096,40,1843886,2523029,472034816,645895424,2237,102,38,18,16,15,16,65,38,0,0
800000000,4096,40,1909128,2474037,488736768,633353472,2252,86,37,24,14,17,13,68,37,0,0
800000000,4096,40,642115,3058306,164381440,782926336,2224,77,31,10,19,12,12,53,31,0,0
800000000,4096,40,494116,3085673,126493696,789932288,2267,95,43,16,15,22,18,71,43,0,0
800000000,4096,40,1112062,2920421,284687872,747627776,2209,105,48,13,17,20,20,70,48,0,0
800000000,4096,40,389031,3100697,99591936,793778432,2152,98,42,19,17,15,17,68,42,0,0
800000000,4096,40,895236,2994018,229180416,766468608,2181,100,42,20,17,20,18,75,42,0,0
800000000,4096,40,1834133,2530127,469538048,647712512,2209,119,62,23,23,19,24,89,62,0,0
800000000,4096,40,902869,2991719,231134464,765880064,2142,95,29,17,19,7,15,58,29,0,0
800000000,4096,40,1546644,2715404,395940864,695143424,2281,85,38,10,14,19,10,53,38,0,0
800000000,4096,40,791474,3023104,202617344,773914624,2210,87,38,20,12,15,25,72,38,0,0
800000000,4096,40,279272,3112497,71493632,796799232,2234,88,38,14,16,20,18,68,38,0,0
800000000,4096,40,494021,3085692,126469376,789937152,2227,103,40,17,17,16,13,63,40,0,0
800000000,4096,40,2101844,2312542,538072064,592010752,2252,93,36,11,16,21,14,62,36,0,0
800000000,4096,40,1514594,2733423,387736064,699756288,2315,77,34,13,18,14,20,65,34,0,0
800000000,4096,40,136475,3122024,34937600,799238144,2177,121,50,17,17,20,17,71,50,0,0
800000000,4096,40,2080100,2332139,532505600,597027584,2231,100,45,18,22,14,19,73,45,0,0
800000000,4096,40,1465040,2760316,375050240,706640896,2207,98,40,19,13,16,15,63,40,0,0
800000000,4096,40,1209005,2881670,309505280,737707520,2305,86,41,18,19,14,14,65,41,0,0
800000000,4096,40,1628726,2667009,416953856,682754304,2216,95,41,15,25,14,11,65,41,0,0
800000000,4096,40,1414780,2786401,362183680,713318656,2165,119,53,16,19,18,25,78,53,0,0
800000000,4096,40,1268777,2855857,324806912,731099392,2197,86,34,13,15,18,17,63,34,0,0
800000000,4096,40,1667303,2643064,426829568,676624384,2222,100,38,21,14,15,17,67,38,0,0
800000000,4096,40,1075872,2933966,275423232,751095296,2247,92,37,13,19,21,17,70,37,0,0
800000000,4096,40,50551,3124582,12941056,799892992,2324,77,30,16,17,16,11,60,30,0,0
800000000,4096,40,1812661,2545571,464041216,651666176,2270,92,46,15,16,16,27,74,46,0,0
800000000,4096,40,1418666,2784410,363178496,712808960,2170,98,43,14,15,18,22,69,43,0,0
800000000,4096,40,78109,3124015,19995904,799747840,2287,79,25,14,16,12,16,58,25,0,0
800000000,4096,40,376519,3102238,96388864,794172928,2196,92,35,16,16,13,18,63,35,0,0
800000000,4096,40,1258268,2860488,322116608,732284928,2197,108,48,19,17,20,16,72,48,0,0
800000000,4096,40,1336927,2824597,342253312,723096832,2206,98,34,15,16,12,15,58,34,0,0
800000000,4096,40,2135159,2281826,546600704,584147456,2320,92,42,17,16,19,15,67,42,0,0
800000000,4096,40,988361,2964570,253020416,758929920,2242,77,32,17,17,17,18,69,32,0,0
800000000,4096,40,2126587,2289815,544406272,586192640,2257,97,48,18,21,19,16,74,48,0,0
800000000,4096,40,2159269,2259036,552772864,578313216,2273,87,46,13,18,22,22,75,46,0,0
800000000,4096,40,385761,3101098,98754816,793881088,2278,73,23,12,16,14,14,56,23,0,0
800000000,4096,40,997085,2961659,255253760,758184704,2211,85,33,15,15,24,16,70,33,0,0
800000000,4096,40,1254342,2862215,321111552,732727040,2280,100,52,19,17,22,23,81,52,0,0
800000000,4096,40,813020,3017387,208133120,772451072,2275,95,27,12,16,9,19,56,27,0,0
800000000,4096,40,1797188,2556506,460080128,654465536,2212,84,34,14,17,14,20,65,34,0,0
800000000,4096,40,7111,3124982,1820416,799995392,2257,92,38,17,17,17,16,67,38,0,0
800000000,4096,40,1958878,2434841,501472768,623319296,2297,81,33,20,16,15,18,69,33,0,0
